"Agriculture.Forestry.Fishing.and.Hunting" "Mining.Quarrying.and.Oil.Gas.Extraction" "Utilities" "Construction" "Manufacturing" "Wholesale.Trade" "Retail.Trade" "Transportation.and.Warehousing" "Information" "Finance.and.Insurance" "Real.Estate.and.Rental.and.Leasing" "Professional.Scientific.and.Technical.Services" "Management.of.Companies.and.Enterprises" "Administrative.and.Support" "Educational.Services" "HealthCare.and.Social.Assistance" "Arts.Entertainment.and.Recreation" "Accommodation.and.Food.Services" "Other.Services" "State"
"1" 3.5992972490366 1.07093395593888 3.41365759588302 1.2925337882371 1.97552283467477 1.05124570020743 1.51092877892181 1.3834231584055 0.712087732763199 0.932765515042173 0.941891515480652 1.07324747616607 0.545777867026872 1.1111533801615 0.799475841413602 1.37642906395956 0.527875020236412 1.15182016547743 1.32185357991293 "Alabama"
"2" 0.917884680340369 2.60423601579994 0.442676498346853 0.616098622920434 0.0911188953877377 0.147335483733667 0.282506123924477 0.675768365065709 0.171551402499283 0.095437635077041 0.232716885578329 0.226942965899646 0.227945921769914 0.27257212326238 0.0916722395126409 0.331877528562949 0.152433568873249 0.339866739581465 0.236119148409919 "Alaska"
"3" 0.708656860283064 1.44369581122807 2.81901006292026 2.16280398468893 1.51481373632083 1.64662496394377 2.15226984454496 1.93991582746409 1.20131442251244 1.70957956220466 2.11796840720743 1.41756974017326 1.48192809030165 2.39595442884956 2.12488190304291 2.05523308927224 1.99139812722405 2.29106101269732 1.8099524239423 "Arizona"
"4" 2.54227708369857 1.08530035931823 1.34861015762399 0.667408374440583 1.12603274684971 0.638752325791179 0.901312606468024 1.14168112941575 0.569068066503755 0.422717462495333 0.456442125027226 0.295155512660731 1.02405249921575 0.472420901939493 0.316086846619103 0.852054492686589 0.269759324010121 0.663237808907033 0.687831382905555 "Arkansas"
"5" 16.2752303638236 3.85143689579473 0 12.0684420582207 12.3504136908218 17.4385836839184 12.4513186984125 11.4483826470303 25.5305039186552 12.0306233158197 15.9590556438448 17.2859286312126 10.7448802889208 14.2722215768855 13.2559155197706 12.3262582193477 22.6224685986768 14.3239544007972 12.1664356906058 "California"
"6" 0.886849107549598 5.07999116779865 1.86715201527679 2.33919871346922 1.1925734473534 1.7767329143847 1.89938600826651 1.60768277579582 2.44934815565543 1.58212521161302 1.87547073331838 2.49932584091806 1.9357752936354 2.88019420257136 1.33204849203908 1.62302512222221 2.09459036152427 2.32410523268348 2.16822210532229 "Colorado"
"7" 0.182862813291755 0.00532983659906168 0 0.13658735584859 0.0412994097015316 0.0692777429987319 0.0874691341574669 0.0287932196776405 0.0219015877383867 0.0745245001711562 0.115766014311036 0.0885805922269484 0.0054647779432442 0.0527176695351395 0.0295425442403572 0.069979367252795 0.0963788060239006 0.0745764133317897 0.254209591426221 "Connecticut"
"8" 0.0732060457431176 0.00825108059091777 0 0.07120820787111 0.0355463773524499 0.0259455905015337 0.0402034552565488 0.0379970678388048 0 0.0146798297567399 0.080418163010813 0.0854864125625378 0.0139329171951501 0.0270606258209195 0.0800259724771757 0.0562669779884359 0.136855652712677 0.0405907206422398 0.0243187220126952 "Delaware"
"9" 0 0.000854998241518858 0.785895815274086 0.015614411136038 0.0297597161842144 0.0585773008174067 0.0159232858648759 0.319853380203258 0.181338061720324 0.0831639786691814 5.10605298929633 0.00873623559774187 0.233653932060638 0.198567247188388 1.15114276123918 0.0202671721220593 1.23200326452645 2.33617647186774 0 "District of Columbia"
"10" 5.6230230475511 0.439385681678107 5.93768216704091 4.58704436619288 2.52554828793446 4.50589910203261 7.01930088801528 5.12742426947646 4.32303225493868 4.82758877726504 6.55648831271851 4.99878728775166 3.70113165287409 14.2919051233145 5.10775237670275 6.19101919976353 8.16962541183561 7.71020842177698 5.6891519073647 "Florida"
"11" 4.6073610828132 0.497482117068791 5.08288775341714 2.48711837231852 2.74838017759271 3.3145485383561 2.9960771633781 3.93848923669668 4.05335701620241 2.59606808955182 3.17055827177406 2.83063196927344 3.88361680614412 3.24464008031781 2.84287790284497 2.72711934842297 2.08225831369741 2.92850127020314 2.89444075880996 "Georgia"
"12" 0.0866931512579728 0 0 0.0825513585174989 0.0080914874171602 0.0273589869083394 0.027499354645546 0.0185273452089108 0.0054139324807049 0.00622308242647314 0.0590575709528886 0.0288181045469953 0.000458048120289255 0.0153559108355264 0.0195635846650976 0.0230468211841875 0.0258849153094565 0.0531231560668343 0.083481127300718 "Hawaii"
"13" 1.90330642229904 0.330588893246136 0 0.436733576301226 0.4783590409855 0.355499446336673 0.526049341303276 0.340647786934595 0.217782371190842 0.219525515308815 0.208573709568115 0.31360161215998 0.176746696649311 0.26721555845414 0.229388772933493 0.424190910718383 0.239150367424092 0.404521982253714 0.310744613714232 "Idaho"
"14" 1.71139015674826 1.02438521021261 6.81854606077971 4.51204529356974 5.42745082227917 5.95067025859113 4.26916730213414 5.7451167742651 3.6995431603332 6.09528156817759 4.25263460549726 5.45536261370994 7.331330799274 4.49560183615136 5.8877651313177 4.44391663475926 3.81824777958399 4.38913647567593 5.68473399517816 "Illinois"
"15" 1.1662538743699 0.691405102372311 2.98549858733842 2.37582966329392 4.15653921958352 1.72735219736225 2.05889114058803 2.54774014789275 0.888108855652182 1.24822318963728 1.38393465491012 1.09300584925956 1.79149926964329 1.5474047939904 1.6934072346787 2.17032793744753 1.49989999412109 1.93162668700379 2.23861113595712 "Indiana"
"16" 2.1039038486141 0.178468718307935 1.39897558574443 1.13410818453899 1.80449775081335 0.94855982958415 1.13634777260266 1.19543253707778 0.577424701963924 1.21590362596353 0.584360928930143 0.47788041938557 0.427913696021068 0.678737148935212 1.10993576463515 1.05829857123607 0.585530198839996 0.817144881920515 0.86795773739827 "Iowa"
"17" 0.465228989729493 1.04337937846424 1.50305885024124 1.05891772845263 1.37821830258857 0.962238026608676 0.976221363866984 1.13095318234217 1.06927275051517 0.769082048274977 0.607340977986193 0.638409741521047 0.620574012778595 0.677122862527831 0.486647039911914 1.02259138121135 0.408820172701749 0.756850833010361 0.894316795705997 "Kansas"
"18" 0.883583095800078 2.25080024881144 1.6110760877237 1.06427607800658 1.81300315890882 1.12273976170546 1.35023520494351 2.2151629632364 0.544549758790079 0.819721795843582 0.774877006758545 0.550788921407581 0.813856787838437 0.749637324463432 0.683384534603471 1.36480016931808 0.574428621417149 1.16677578918609 1.16430611439487 "Kentucky"
"19" 2.54599999864621 7.44180216390323 0 2.63482960140423 1.44497079310225 1.17482944049171 1.56339743306451 2.08549889509096 0.529507730619471 0.77515029904765 1.73903834333209 0.955164837839841 0.739549474829562 1.04107173315581 1.23069112957018 1.46922038084673 1.15313091585843 1.74333923326528 1.52686219186605 "Louisiana"
"20" 2.43111422783021 0 0.00260502548346954 0.0533936617399953 0.0106499608233201 0.012493260330439 0.038899919996776 0.0158192920759397 0.00691353864220876 0.00699511096158484 0.0324691978649929 0.026274292760557 0 0.0135889093514273 0.0117553790047323 0.022962890527449 0.0298964096723339 0.0448156270992674 0.0738319603714233 "Maine"
"21" 0.531293807709412 0.137943191900984 3.34690021312906 2.89251038831569 1.09743465593988 1.59497376647248 2.09580526647943 1.55793789656448 1.73265575481645 1.82300237403567 2.75507148227149 3.7220825339651 1.53252312491794 2.14810210985442 3.30237616198265 2.18588720402729 1.75033691164314 1.97058795662666 2.88820219363851 "Maryland"
